card_0, card_1, card_2, card_3, card_4, start_colour, result, red_pawn_count, blue_pawn_count, num_turns
337920, 131392, 278592, 133248, 557376, 1, 4, 4, 0, 59
141312, 139392, 327808, 272448, 66816, 0, 2, 3, 4, 19
328000, 557376, 66816, 264448, 139392, 0, 4, 4, 4, 18
557376, 272448, 328000, 337920, 278592, 1, 4, 4, 2, 23
264448, 4194432, 327808, 141312, 66816, 1, 4, 3, 4, 15
76032, 337920, 141312, 272448, 139392, 1, 2, 2, 4, 26
264448, 278592, 327808, 328000, 131392, 0, 4, 4, 3, 14
4194432, 133248, 66816, 131392, 73792, 1, 4, 3, 2, 65
337920, 327808, 264448, 66816, 4194432, 1, 3, 2, 2, 43
557376, 131392, 328000, 278592, 4194432, 0, 4, 4, 3, 12
139392, 133248, 327808, 557376, 66816, 0, 2, 3, 1, 39
76032, 272448, 278592, 73792, 131392, 0, 3, 3, 2, 36
73792, 278592, 66816, 76032, 133248, 1, 2, 3, 4, 38
73792, 131392, 278592, 148480, 141312, 0, 4, 3, 3, 22
139392, 66816, 328000, 337920, 278592, 1, 3, 1, 1, 51
139392, 272448, 73792, 264448, 141312, 1, 4, 3, 3, 21
272448, 148480, 73792, 66816, 278592, 1, 2, 1, 2, 80
139392, 73792, 327808, 148480, 4194432, 1, 1, 4, 3, 18
4194432, 139392, 66816, 557376, 264448, 0, 2, 4, 3, 23
148480, 557376, 133248, 76032, 4194432, 1, 4, 4, 4, 9
73792, 139392, 327808, 264448, 278592, 1, 2, 3, 4, 30
141312, 76032, 557376, 4194432, 278592, 1, 4, 3, 2, 45
4194432, 141312, 272448, 278592, 133248, 0, 1, 1, 3, 55
141312, 148480, 139392, 4194432, 278592, 0, 4, 2, 4, 44
141312, 66816, 557376, 328000, 272448, 1, 2, 4, 4, 22
337920, 73792, 557376, 264448, 141312, 1, 3, 3, 4, 39
141312, 328000, 337920, 148480, 4194432, 0, 2, 4, 4, 17
139392, 148480, 66816, 557376, 133248, 1, 2, 3, 4, 54
327808, 141312, 264448, 557376, 272448, 0, 2, 1, 2, 41
131392, 73792, 148480, 328000, 272448, 1, 2, 3, 4, 36
131392, 148480, 141312, 139392, 328000, 1, 2, 2, 3, 40
139392, 133248, 337920, 278592, 4194432, 0, 2, 4, 3, 7
76032, 4194432, 141312, 148480, 327808, 1, 3, 4, 4, 17
73792, 141312, 139392, 337920, 264448, 0, 1, 2, 3, 41
139392, 131392, 557376, 278592, 337920, 0, 2, 4, 1, 55
327808, 76032, 139392, 4194432, 272448, 1, 4, 2, 4, 33
272448, 557376, 73792, 131392, 328000, 1, 2, 1, 4, 16
148480, 278592, 272448, 133248, 66816, 0, 2, 4, 4, 9
66816, 148480, 557376, 278592, 133248, 0, 2, 4, 4, 7
557376, 73792, 148480, 66816, 328000, 0, 4, 2, 3, 28
557376, 148480, 133248, 337920, 4194432, 0, 4, 4, 4, 4
327808, 264448, 148480, 272448, 73792, 1, 2, 1, 2, 52
66816, 328000, 557376, 148480, 4194432, 0, 4, 4, 4, 8
557376, 4194432, 328000, 337920, 278592, 1, 4, 3, 2, 23
278592, 73792, 66816, 327808, 139392, 0, 1, 3, 2, 27
66816, 141312, 327808, 131392, 264448, 1, 2, 4, 2, 24
328000, 139392, 557376, 133248, 73792, 1, 2, 4, 4, 8
327808, 76032, 66816, 73792, 328000, 0, 4, 4, 4, 10
141312, 327808, 328000, 4194432, 264448, 1, 4, 2, 3, 39
139392, 272448, 557376, 278592, 133248, 0, 2, 4, 4, 27
133248, 131392, 139392, 337920, 264448, 1, 4, 4, 4, 15
278592, 272448, 557376, 337920, 4194432, 0, 4, 3, 2, 34
131392, 272448, 278592, 327808, 66816, 0, 1, 3, 4, 23
73792, 131392, 139392, 278592, 337920, 0, 4, 4, 4, 10
66816, 133248, 278592, 337920, 148480, 1, 4, 4, 2, 33
337920, 148480, 327808, 141312, 4194432, 1, 2, 2, 2, 42
557376, 73792, 337920, 131392, 148480, 1, 4, 3, 2, 33
76032, 264448, 4194432, 139392, 66816, 0, 3, 2, 3, 34
76032, 133248, 328000, 131392, 66816, 0, 2, 4, 3, 27
66816, 272448, 328000, 4194432, 133248, 0, 4, 4, 4, 32
131392, 278592, 141312, 139392, 76032, 1, 2, 0, 2, 90
272448, 148480, 66816, 278592, 328000, 0, 2, 3, 4, 23
133248, 328000, 139392, 76032, 131392, 0, 4, 3, 4, 14
139392, 557376, 4194432, 278592, 141312, 0, 2, 2, 2, 51
4194432, 327808, 337920, 66816, 133248, 0, 2, 2, 1, 33
73792, 66816, 141312, 337920, 4194432, 0, 2, 3, 3, 23
264448, 328000, 148480, 272448, 139392, 0, 3, 4, 4, 12
327808, 76032, 328000, 278592, 66816, 1, 2, 1, 0, 78
278592, 327808, 557376, 272448, 141312, 0, 2, 4, 3, 31
66816, 272448, 327808, 133248, 278592, 1, 1, 1, 3, 32
337920, 73792, 328000, 4194432, 278592, 1, 3, 4, 4, 17
337920, 139392, 264448, 557376, 272448, 1, 4, 4, 3, 17
337920, 327808, 139392, 148480, 278592, 0, 2, 1, 0, 81
133248, 66816, 131392, 141312, 148480, 0, 4, 1, 1, 64
133248, 66816, 557376, 264448, 272448, 1, 4, 2, 4, 33
337920, 327808, 76032, 133248, 148480, 0, 3, 3, 3, 24
272448, 139392, 66816, 148480, 337920, 1, 2, 4, 4, 18
278592, 4194432, 66816, 272448, 557376, 1, 4, 2, 4, 21
73792, 139392, 327808, 141312, 278592, 0, 2, 3, 3, 19
76032, 73792, 131392, 278592, 327808, 1, 2, 3, 3, 36
4194432, 328000, 264448, 76032, 278592, 0, 4, 2, 2, 48
148480, 557376, 141312, 4194432, 328000, 0, 4, 3, 3, 34
148480, 141312, 327808, 139392, 131392, 0, 2, 3, 3, 15
557376, 272448, 278592, 141312, 133248, 0, 2, 2, 2, 35
148480, 139392, 141312, 337920, 4194432, 0, 4, 2, 2, 36
278592, 148480, 133248, 272448, 327808, 1, 2, 4, 4, 20
264448, 557376, 66816, 272448, 328000, 0, 2, 4, 4, 15
141312, 148480, 272448, 337920, 139392, 1, 2, 2, 3, 48
264448, 278592, 73792, 328000, 76032, 1, 4, 4, 4, 21
272448, 76032, 337920, 264448, 328000, 1, 2, 4, 4, 18
337920, 76032, 264448, 131392, 133248, 0, 2, 3, 4, 13
148480, 328000, 4194432, 272448, 131392, 1, 2, 4, 4, 6
264448, 4194432, 141312, 327808, 328000, 1, 4, 3, 4, 15
4194432, 272448, 557376, 264448, 148480, 0, 2, 3, 4, 21
278592, 76032, 66816, 264448, 328000, 0, 4, 3, 4, 34
264448, 148480, 4194432, 337920, 66816, 1, 2, 4, 2, 24
66816, 337920, 139392, 328000, 131392, 1, 3, 1, 0, 77
66816, 264448, 131392, 148480, 76032, 0, 4, 3, 2, 42
278592, 76032, 66816, 328000, 337920, 0, 4, 3, 4, 36
4194432, 141312, 272448, 557376, 66816, 0, 4, 2, 2, 26
272448, 133248, 337920, 557376, 327808, 0, 2, 1, 2, 53
73792, 141312, 272448, 4194432, 76032, 1, 2, 3, 4, 24
131392, 327808, 141312, 328000, 337920, 0, 4, 4, 4, 22
141312, 139392, 66816, 557376, 148480, 0, 2, 2, 1, 59
133248, 272448, 73792, 337920, 4194432, 0, 2, 4, 4, 5
148480, 133248, 337920, 272448, 139392, 1, 4, 2, 1, 47
148480, 66816, 73792, 278592, 133248, 0, 3, 3, 2, 40
272448, 278592, 148480, 131392, 328000, 0, 1, 2, 2, 53
328000, 131392, 73792, 76032, 557376, 0, 2, 3, 4, 13
278592, 328000, 131392, 73792, 133248, 1, 2, 4, 4, 18
4194432, 131392, 328000, 264448, 337920, 0, 2, 4, 4, 13
73792, 133248, 76032, 278592, 4194432, 0, 4, 4, 4, 14
264448, 141312, 148480, 66816, 327808, 1, 1, 4, 3, 22
328000, 133248, 141312, 278592, 73792, 0, 2, 4, 3, 43
278592, 139392, 557376, 337920, 4194432, 1, 4, 4, 4, 7
327808, 328000, 139392, 264448, 66816, 0, 2, 4, 3, 35
264448, 278592, 66816, 337920, 133248, 1, 4, 4, 4, 11
139392, 557376, 327808, 133248, 264448, 0, 4, 4, 4, 8
337920, 148480, 264448, 139392, 272448, 0, 1, 2, 3, 81
141312, 66816, 131392, 76032, 327808, 0, 4, 4, 3, 22
337920, 73792, 4194432, 139392, 264448, 1, 4, 4, 3, 9
148480, 4194432, 141312, 139392, 133248, 0, 3, 2, 2, 56
264448, 73792, 557376, 278592, 337920, 0, 2, 3, 4, 23
4194432, 328000, 66816, 337920, 278592, 1, 3, 2, 0, 51
328000, 272448, 133248, 66816, 557376, 1, 2, 4, 4, 28
131392, 4194432, 139392, 264448, 141312, 1, 4, 4, 3, 15
328000, 133248, 327808, 337920, 557376, 1, 4, 1, 1, 93
148480, 264448, 557376, 4194432, 131392, 1, 4, 4, 4, 5
328000, 327808, 148480, 131392, 133248, 1, 2, 4, 4, 14
327808, 264448, 141312, 4194432, 133248, 1, 4, 4, 4, 5
139392, 73792, 327808, 141312, 272448, 1, 4, 3, 4, 21
557376, 328000, 272448, 278592, 148480, 0, 2, 4, 3, 29
141312, 73792, 327808, 133248, 328000, 0, 2, 4, 4, 15
557376, 133248, 139392, 337920, 148480, 1, 2, 3, 2, 38
73792, 264448, 278592, 327808, 328000, 1, 4, 1, 2, 73
131392, 73792, 328000, 4194432, 66816, 1, 4, 4, 4, 5
272448, 73792, 66816, 4194432, 76032, 1, 2, 4, 3, 18
139392, 66816, 73792, 148480, 264448, 0, 4, 4, 4, 18
76032, 328000, 264448, 557376, 73792, 1, 2, 3, 4, 26
337920, 133248, 139392, 264448, 148480, 0, 4, 3, 4, 30
264448, 557376, 272448, 337920, 66816, 0, 4, 4, 4, 12
66816, 148480, 557376, 278592, 131392, 1, 2, 1, 1, 64
337920, 328000, 557376, 73792, 66816, 0, 1, 2, 3, 47
328000, 148480, 133248, 557376, 264448, 0, 4, 2, 3, 40
4194432, 337920, 66816, 264448, 73792, 1, 4, 4, 3, 19
4194432, 131392, 328000, 278592, 141312, 0, 4, 4, 4, 4
133248, 264448, 76032, 148480, 278592, 1, 4, 1, 2, 61
278592, 76032, 131392, 141312, 73792, 1, 2, 4, 3, 24
66816, 278592, 328000, 131392, 327808, 0, 4, 2, 3, 62
66816, 148480, 139392, 4194432, 328000, 0, 2, 4, 4, 11
327808, 131392, 557376, 76032, 139392, 1, 1, 0, 0, 104
557376, 327808, 131392, 272448, 278592, 0, 4, 4, 3, 16
557376, 327808, 141312, 328000, 133248, 0, 2, 2, 2, 39
327808, 131392, 557376, 272448, 4194432, 1, 4, 4, 3, 11
139392, 328000, 73792, 4194432, 66816, 1, 3, 4, 3, 29
131392, 133248, 327808, 73792, 76032, 0, 4, 3, 4, 20
337920, 131392, 327808, 76032, 264448, 0, 4, 3, 3, 28
141312, 133248, 264448, 328000, 272448, 1, 4, 3, 1, 35
264448, 327808, 328000, 148480, 557376, 1, 4, 4, 4, 13
76032, 272448, 557376, 66816, 4194432, 0, 1, 3, 2, 21
328000, 264448, 131392, 66816, 337920, 1, 3, 1, 1, 141
557376, 141312, 328000, 278592, 4194432, 0, 1, 2, 3, 27
133248, 76032, 337920, 4194432, 327808, 0, 2, 3, 3, 9
328000, 337920, 66816, 327808, 264448, 0, 2, 3, 4, 19
557376, 328000, 4194432, 73792, 327808, 0, 2, 2, 4, 17
141312, 66816, 76032, 557376, 4194432, 0, 4, 3, 1, 44
264448, 4194432, 76032, 278592, 557376, 0, 2, 2, 2, 65
141312, 66816, 148480, 327808, 337920, 1, 4, 4, 4, 11
272448, 73792, 337920, 4194432, 327808, 1, 4, 2, 3, 37
148480, 131392, 264448, 557376, 337920, 1, 4, 3, 4, 17
328000, 66816, 4194432, 73792, 148480, 0, 2, 1, 4, 33
66816, 272448, 141312, 264448, 139392, 1, 2, 4, 3, 36
4194432, 272448, 148480, 133248, 328000, 0, 1, 2, 3, 37
327808, 4194432, 76032, 133248, 278592, 0, 2, 4, 4, 5
148480, 66816, 133248, 557376, 327808, 0, 2, 2, 3, 53
264448, 141312, 133248, 337920, 557376, 0, 4, 3, 4, 32
66816, 148480, 4194432, 557376, 264448, 1, 4, 3, 2, 29
76032, 328000, 337920, 139392, 557376, 0, 2, 3, 2, 43
131392, 139392, 264448, 272448, 66816, 1, 4, 4, 4, 21
73792, 139392, 141312, 148480, 337920, 0, 4, 4, 4, 12
337920, 4194432, 264448, 272448, 327808, 1, 2, 2, 4, 20
141312, 557376, 148480, 131392, 66816, 0, 2, 3, 4, 17
131392, 148480, 141312, 139392, 557376, 0, 4, 3, 3, 20
327808, 557376, 4194432, 141312, 76032, 0, 3, 4, 3, 14
131392, 272448, 328000, 278592, 133248, 1, 2, 4, 4, 12
327808, 133248, 131392, 4194432, 278592, 1, 2, 3, 2, 46
278592, 557376, 264448, 337920, 327808, 0, 4, 3, 4, 16
133248, 272448, 278592, 557376, 141312, 0, 4, 1, 2, 80
272448, 139392, 66816, 328000, 141312, 1, 4, 4, 2, 25
278592, 328000, 327808, 131392, 272448, 0, 2, 4, 4, 13
337920, 272448, 76032, 278592, 4194432, 0, 4, 4, 4, 12
73792, 139392, 272448, 328000, 337920, 0, 4, 3, 4, 22
66816, 148480, 337920, 139392, 73792, 1, 2, 4, 2, 22
139392, 141312, 73792, 264448, 76032, 0, 3, 1, 2, 48
73792, 278592, 148480, 264448, 66816, 0, 2, 2, 2, 61
328000, 337920, 66816, 4194432, 139392, 1, 4, 3, 2, 21
272448, 557376, 141312, 66816, 131392, 1, 4, 2, 2, 31
328000, 327808, 76032, 278592, 141312, 1, 4, 3, 3, 23
327808, 328000, 141312, 278592, 73792, 0, 4, 2, 4, 38
328000, 73792, 76032, 337920, 139392, 0, 4, 4, 4, 12
264448, 272448, 139392, 66816, 76032, 1, 4, 3, 2, 67
148480, 73792, 337920, 66816, 4194432, 1, 2, 4, 4, 8
272448, 278592, 337920, 327808, 264448, 0, 3, 3, 3, 28
141312, 264448, 278592, 66816, 327808, 1, 2, 2, 2, 40
133248, 4194432, 139392, 557376, 264448, 1, 4, 1, 2, 47
272448, 73792, 139392, 328000, 66816, 0, 4, 3, 2, 40
337920, 328000, 264448, 66816, 327808, 0, 3, 3, 1, 34
327808, 139392, 557376, 141312, 328000, 0, 2, 2, 3, 41
272448, 327808, 337920, 139392, 133248, 0, 2, 3, 4, 29
272448, 66816, 139392, 328000, 141312, 1, 2, 1, 1, 88
337920, 278592, 133248, 328000, 264448, 1, 4, 4, 4, 21
328000, 66816, 337920, 264448, 73792, 1, 4, 3, 1, 47
139392, 557376, 327808, 278592, 264448, 0, 2, 3, 4, 21
272448, 148480, 139392, 337920, 141312, 0, 4, 2, 3, 40
557376, 264448, 328000, 139392, 66816, 1, 2, 2, 2, 52
337920, 76032, 328000, 139392, 141312, 0, 4, 4, 4, 20
73792, 139392, 148480, 133248, 328000, 0, 2, 3, 2, 79
278592, 133248, 327808, 337920, 141312, 1, 4, 2, 3, 51
139392, 272448, 328000, 337920, 141312, 1, 2, 0, 2, 42
264448, 76032, 66816, 131392, 557376, 0, 4, 4, 4, 8
4194432, 66816, 139392, 272448, 557376, 0, 2, 4, 3, 15
73792, 272448, 148480, 139392, 278592, 1, 4, 4, 4, 17
557376, 272448, 141312, 337920, 139392, 0, 4, 4, 2, 32
139392, 337920, 264448, 131392, 133248, 1, 2, 4, 4, 28
278592, 272448, 264448, 131392, 4194432, 0, 2, 4, 3, 13
327808, 73792, 131392, 148480, 278592, 0, 4, 3, 4, 24
272448, 66816, 139392, 278592, 328000, 1, 2, 4, 4, 22
73792, 76032, 264448, 337920, 148480, 1, 2, 2, 2, 50
