card_0, card_1, card_2, card_3, card_4, start_colour, result, red_pawn_count, blue_pawn_count, num_turns
278592, 139392, 141312, 4194432, 264448, 1, 2, 4, 4, 6
66816, 141312, 327808, 148480, 337920, 1, 4, 4, 3, 29
66816, 327808, 139392, 73792, 76032, 0, 4, 4, 4, 14
337920, 557376, 4194432, 278592, 131392, 0, 2, 2, 2, 43
139392, 133248, 141312, 557376, 131392, 1, 4, 4, 4, 15
73792, 76032, 557376, 327808, 272448, 1, 4, 4, 2, 43
66816, 139392, 131392, 264448, 278592, 0, 4, 2, 2, 46
327808, 76032, 328000, 133248, 66816, 0, 4, 4, 1, 50
328000, 148480, 131392, 139392, 557376, 0, 4, 4, 4, 40
337920, 73792, 328000, 139392, 557376, 0, 2, 3, 4, 15
278592, 73792, 131392, 133248, 264448, 0, 2, 2, 2, 31
337920, 264448, 272448, 73792, 278592, 0, 2, 4, 4, 11
141312, 278592, 337920, 557376, 327808, 1, 4, 3, 1, 25
66816, 148480, 76032, 337920, 141312, 0, 3, 1, 2, 86
278592, 327808, 272448, 337920, 557376, 1, 4, 4, 4, 19
264448, 327808, 76032, 272448, 148480, 1, 4, 3, 3, 25
264448, 272448, 133248, 131392, 76032, 0, 1, 1, 1, 43
73792, 141312, 148480, 557376, 4194432, 1, 4, 4, 1, 43
141312, 328000, 66816, 264448, 139392, 0, 1, 3, 2, 39
557376, 131392, 4194432, 272448, 141312, 0, 1, 1, 1, 59
278592, 139392, 76032, 148480, 337920, 0, 4, 4, 4, 6
327808, 131392, 264448, 328000, 278592, 1, 3, 0, 1, 87
328000, 66816, 557376, 76032, 141312, 0, 4, 3, 4, 30
4194432, 327808, 148480, 139392, 328000, 1, 1, 1, 2, 28
141312, 76032, 264448, 131392, 73792, 0, 2, 4, 4, 17
148480, 4194432, 66816, 337920, 272448, 0, 2, 2, 3, 27
272448, 133248, 131392, 264448, 337920, 1, 2, 2, 4, 50
557376, 148480, 133248, 272448, 4194432, 1, 1, 3, 3, 12
337920, 76032, 141312, 4194432, 272448, 0, 2, 3, 2, 45
139392, 337920, 131392, 4194432, 141312, 0, 4, 3, 4, 14
328000, 4194432, 76032, 139392, 148480, 0, 2, 4, 3, 5
272448, 557376, 141312, 66816, 337920, 0, 2, 4, 3, 23
272448, 557376, 139392, 148480, 131392, 1, 2, 4, 4, 18
328000, 139392, 272448, 76032, 73792, 1, 2, 2, 1, 62
278592, 66816, 327808, 328000, 557376, 1, 4, 3, 2, 27
73792, 264448, 131392, 278592, 66816, 1, 4, 3, 4, 41
337920, 76032, 4194432, 557376, 66816, 1, 4, 3, 4, 27
278592, 272448, 73792, 4194432, 148480, 1, 2, 3, 2, 30
328000, 327808, 557376, 131392, 141312, 1, 2, 4, 2, 34
76032, 133248, 264448, 73792, 337920, 1, 2, 3, 4, 24
557376, 141312, 272448, 278592, 133248, 0, 2, 4, 4, 47
131392, 328000, 141312, 139392, 327808, 0, 4, 4, 4, 26
264448, 278592, 66816, 327808, 139392, 1, 4, 1, 2, 99
278592, 139392, 557376, 327808, 148480, 0, 4, 4, 4, 12
141312, 66816, 148480, 337920, 139392, 0, 2, 1, 1, 59
272448, 73792, 148480, 278592, 133248, 1, 2, 1, 2, 66
337920, 73792, 141312, 327808, 148480, 1, 2, 3, 3, 32
264448, 76032, 557376, 337920, 278592, 0, 4, 3, 2, 28
73792, 66816, 264448, 133248, 139392, 0, 2, 4, 0, 61
141312, 272448, 328000, 557376, 139392, 1, 4, 4, 4, 27
139392, 148480, 278592, 66816, 557376, 1, 2, 3, 3, 38
328000, 264448, 66816, 73792, 272448, 1, 2, 4, 4, 14
328000, 337920, 73792, 139392, 264448, 0, 4, 4, 4, 22
264448, 148480, 141312, 139392, 131392, 0, 1, 1, 3, 37
4194432, 557376, 337920, 133248, 278592, 1, 4, 1, 2, 51
328000, 327808, 557376, 133248, 141312, 0, 3, 2, 3, 30
264448, 557376, 337920, 148480, 76032, 1, 1, 3, 4, 20
328000, 264448, 141312, 133248, 337920, 0, 4, 0, 2, 54
141312, 278592, 148480, 557376, 328000, 0, 2, 3, 3, 21
133248, 131392, 4194432, 139392, 272448, 1, 4, 4, 4, 17
148480, 337920, 133248, 264448, 139392, 1, 3, 2, 4, 25
66816, 141312, 4194432, 73792, 76032, 0, 2, 4, 2, 35
141312, 264448, 139392, 131392, 278592, 0, 4, 4, 4, 32
76032, 557376, 4194432, 133248, 141312, 0, 2, 4, 2, 39
278592, 327808, 272448, 73792, 131392, 1, 2, 3, 4, 28
141312, 272448, 327808, 139392, 148480, 1, 2, 4, 2, 28
139392, 557376, 133248, 148480, 73792, 0, 4, 4, 4, 10
327808, 278592, 148480, 139392, 141312, 0, 2, 2, 3, 51
73792, 133248, 557376, 76032, 139392, 1, 4, 4, 4, 29
327808, 4194432, 66816, 337920, 264448, 0, 1, 1, 3, 59
73792, 148480, 4194432, 66816, 557376, 0, 3, 1, 3, 38
278592, 139392, 272448, 327808, 148480, 1, 4, 4, 3, 25
327808, 328000, 557376, 272448, 4194432, 1, 4, 4, 4, 7
337920, 4194432, 131392, 327808, 278592, 1, 4, 1, 3, 27
278592, 139392, 4194432, 66816, 131392, 1, 1, 3, 3, 18
272448, 327808, 76032, 4194432, 66816, 0, 4, 2, 2, 26
141312, 557376, 76032, 278592, 133248, 0, 4, 4, 4, 16
66816, 148480, 327808, 264448, 557376, 1, 3, 3, 4, 19
139392, 131392, 141312, 133248, 264448, 0, 4, 0, 0, 174
148480, 327808, 131392, 4194432, 76032, 1, 4, 3, 0, 39
278592, 337920, 66816, 272448, 264448, 0, 4, 3, 2, 36
264448, 133248, 278592, 73792, 4194432, 0, 2, 4, 3, 15
264448, 4194432, 148480, 131392, 337920, 0, 2, 4, 4, 7
337920, 66816, 327808, 133248, 328000, 0, 4, 1, 1, 38
328000, 66816, 148480, 278592, 264448, 0, 2, 3, 4, 13
337920, 148480, 328000, 133248, 264448, 1, 4, 3, 3, 31
131392, 4194432, 148480, 327808, 133248, 0, 4, 1, 1, 44
66816, 4194432, 141312, 148480, 272448, 0, 2, 0, 3, 39
557376, 264448, 328000, 76032, 73792, 0, 2, 3, 1, 55
73792, 139392, 328000, 148480, 278592, 0, 2, 4, 4, 13
141312, 4194432, 557376, 76032, 272448, 1, 4, 1, 3, 63
131392, 148480, 327808, 133248, 73792, 1, 2, 4, 2, 38
328000, 264448, 133248, 557376, 139392, 1, 4, 2, 2, 87
141312, 133248, 139392, 327808, 148480, 0, 2, 4, 1, 23
73792, 264448, 328000, 76032, 148480, 1, 2, 4, 2, 32
76032, 4194432, 148480, 327808, 264448, 0, 1, 4, 4, 17
73792, 139392, 272448, 141312, 328000, 1, 4, 4, 2, 47
327808, 337920, 4194432, 76032, 148480, 0, 2, 4, 4, 5
66816, 264448, 327808, 328000, 4194432, 1, 4, 2, 3, 45
141312, 327808, 66816, 4194432, 131392, 0, 4, 3, 1, 36
327808, 131392, 66816, 557376, 4194432, 1, 4, 4, 3, 15
557376, 66816, 131392, 337920, 133248, 0, 2, 3, 3, 19
278592, 139392, 264448, 133248, 337920, 1, 2, 4, 2, 52
141312, 139392, 133248, 4194432, 278592, 1, 2, 2, 2, 40
148480, 73792, 66816, 278592, 141312, 1, 4, 4, 3, 29
148480, 278592, 557376, 131392, 328000, 1, 4, 2, 2, 71
4194432, 337920, 264448, 73792, 66816, 0, 4, 0, 2, 52
131392, 73792, 139392, 133248, 327808, 0, 2, 1, 4, 35
73792, 272448, 148480, 66816, 557376, 1, 2, 3, 4, 26
327808, 76032, 73792, 264448, 337920, 1, 3, 2, 1, 65
66816, 328000, 141312, 73792, 272448, 1, 2, 4, 3, 30
73792, 272448, 337920, 66816, 328000, 0, 1, 4, 3, 9
148480, 272448, 73792, 66816, 133248, 0, 4, 4, 4, 18
66816, 76032, 278592, 272448, 148480, 0, 4, 3, 3, 52
73792, 328000, 139392, 327808, 337920, 1, 4, 1, 3, 51
66816, 139392, 148480, 73792, 4194432, 0, 4, 4, 4, 18
66816, 73792, 148480, 4194432, 557376, 0, 4, 4, 4, 8
328000, 557376, 73792, 66816, 4194432, 1, 4, 4, 3, 11
557376, 264448, 139392, 76032, 328000, 1, 1, 2, 4, 20
131392, 141312, 133248, 327808, 73792, 1, 4, 4, 4, 15
148480, 133248, 557376, 337920, 141312, 1, 3, 1, 0, 101
272448, 141312, 131392, 264448, 73792, 1, 4, 1, 4, 53
141312, 337920, 328000, 278592, 327808, 1, 2, 4, 4, 16
264448, 73792, 76032, 139392, 66816, 1, 3, 2, 1, 57
141312, 139392, 557376, 76032, 66816, 0, 4, 3, 4, 22
131392, 73792, 278592, 327808, 141312, 1, 4, 4, 4, 11
272448, 557376, 148480, 66816, 337920, 1, 2, 3, 2, 54
278592, 328000, 141312, 139392, 272448, 1, 2, 3, 2, 62
66816, 73792, 4194432, 148480, 327808, 1, 4, 3, 2, 51
328000, 327808, 141312, 272448, 76032, 0, 2, 4, 3, 17
557376, 133248, 139392, 76032, 264448, 0, 2, 1, 2, 47
264448, 327808, 141312, 139392, 131392, 1, 2, 2, 4, 60
66816, 73792, 328000, 133248, 272448, 1, 2, 3, 2, 44
272448, 278592, 141312, 557376, 139392, 1, 4, 1, 4, 41
327808, 278592, 272448, 131392, 148480, 1, 3, 2, 0, 59
4194432, 264448, 278592, 148480, 76032, 1, 1, 2, 2, 22
278592, 133248, 131392, 272448, 141312, 0, 2, 3, 4, 53
76032, 337920, 141312, 73792, 4194432, 1, 2, 3, 2, 60
133248, 76032, 66816, 139392, 327808, 1, 4, 4, 2, 21
337920, 278592, 328000, 66816, 327808, 1, 3, 1, 0, 79
133248, 327808, 141312, 131392, 148480, 0, 2, 2, 3, 49
76032, 327808, 264448, 4194432, 272448, 1, 2, 3, 1, 22
4194432, 337920, 66816, 139392, 327808, 0, 2, 4, 4, 7
264448, 141312, 73792, 148480, 133248, 0, 2, 3, 3, 29
139392, 337920, 272448, 76032, 141312, 1, 2, 1, 2, 80
73792, 278592, 337920, 141312, 264448, 1, 4, 3, 3, 25
337920, 272448, 328000, 278592, 557376, 1, 1, 3, 2, 74
139392, 131392, 327808, 337920, 73792, 1, 4, 4, 3, 15
139392, 278592, 337920, 133248, 148480, 0, 4, 4, 3, 20
131392, 557376, 133248, 141312, 264448, 0, 4, 4, 3, 38
4194432, 141312, 66816, 131392, 73792, 1, 4, 1, 0, 127
133248, 148480, 278592, 328000, 66816, 1, 4, 4, 2, 45
66816, 327808, 278592, 557376, 131392, 1, 2, 3, 3, 26
4194432, 272448, 337920, 139392, 327808, 0, 4, 3, 3, 28
327808, 139392, 73792, 264448, 4194432, 0, 4, 3, 2, 24
327808, 76032, 264448, 131392, 557376, 0, 4, 0, 1, 126
264448, 337920, 73792, 66816, 141312, 1, 4, 2, 2, 111
557376, 264448, 278592, 337920, 272448, 0, 2, 3, 3, 51
557376, 133248, 131392, 337920, 328000, 1, 2, 4, 4, 24
264448, 272448, 278592, 76032, 4194432, 0, 3, 1, 0, 126
278592, 328000, 337920, 264448, 4194432, 1, 2, 4, 4, 8
272448, 148480, 133248, 264448, 66816, 1, 4, 4, 3, 23
272448, 328000, 264448, 66816, 139392, 1, 2, 2, 2, 60
148480, 73792, 76032, 141312, 557376, 0, 4, 4, 3, 30
66816, 264448, 337920, 148480, 139392, 1, 2, 1, 1, 76
327808, 278592, 264448, 272448, 328000, 0, 3, 2, 2, 68
66816, 73792, 131392, 557376, 141312, 1, 2, 3, 4, 20
272448, 139392, 557376, 328000, 133248, 0, 4, 2, 2, 36
272448, 131392, 327808, 76032, 141312, 1, 4, 3, 4, 19
337920, 76032, 327808, 272448, 4194432, 1, 2, 4, 4, 18
272448, 557376, 139392, 264448, 66816, 1, 4, 2, 4, 21
76032, 4194432, 264448, 148480, 272448, 1, 2, 4, 3, 10
139392, 278592, 327808, 76032, 272448, 0, 2, 3, 4, 55
557376, 278592, 133248, 328000, 139392, 1, 4, 0, 2, 61
73792, 278592, 557376, 328000, 4194432, 0, 1, 4, 1, 21
139392, 73792, 76032, 66816, 4194432, 1, 4, 3, 4, 51
141312, 278592, 66816, 337920, 4194432, 1, 4, 2, 4, 25
73792, 278592, 133248, 4194432, 337920, 1, 2, 4, 3, 34
133248, 148480, 141312, 131392, 557376, 0, 2, 2, 2, 25
4194432, 131392, 76032, 141312, 337920, 1, 3, 0, 2, 39
278592, 148480, 73792, 131392, 66816, 1, 4, 2, 1, 57
66816, 133248, 557376, 328000, 73792, 0, 4, 4, 1, 68
328000, 557376, 337920, 272448, 278592, 0, 4, 4, 4, 22
328000, 141312, 327808, 133248, 337920, 0, 2, 4, 4, 11
66816, 264448, 141312, 76032, 557376, 1, 2, 3, 3, 36
328000, 272448, 133248, 73792, 4194432, 0, 2, 4, 4, 5
272448, 328000, 337920, 131392, 141312, 0, 4, 3, 3, 40
337920, 139392, 327808, 66816, 133248, 1, 4, 1, 2, 53
328000, 76032, 264448, 278592, 131392, 0, 4, 2, 3, 84
131392, 139392, 327808, 66816, 141312, 0, 2, 3, 3, 25
